name,cuisines,area,timing,full_address,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost
24th Main,"north indian, south indian, chinese, shake","JP Nagar, Bangalore",Opens at 7pm,"827, Cross Roads Inn, 24th Main, 12th Cross, Near RV Dental College Compound, JP Nagar, Bangalore",1,1,1,0,4.1,1351,4.1,502,Pure vegetarian buffet spread,"Maddur Vada, Mysore Pak, Carrot Halwa, Dinner Buffet, Veg Buffet, Neer Dosa","Buffet Variety and Quality, Family Restaurant, Pleasant Ambience, Ample Seating Area, Relaxed Atmosphere, Servings",800
Biryani Factory,biryani,"Rajarajeshwari Nagar, Bangalore",11am – 11pm (Today),"19, 1st Main, 2nd Cross, Sri Tiruchi Mahaswamigala Rasthe, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.4,5,3.8,95,,,,300
GFC,"south indian, biryani","Vijay Nagar, Bangalore",Opens on Friday at 12:30pm,"1, Chandra Layout, 2nd Main Road, Maruthi Nagar, Vijay Nagar, Bangalore",1,1,1,0,3.3,37,3.5,198,,,,300
Brewtiful,"fast food, north indian, pizza, coffee, desserts, ice cream, shake, beverages","Banashankari, Bangalore",10am – 12midnight (Today),"31-5th, Cross Dwaraka Nagar, Hosakerehalli Router Ring Road, Near Pesit College, Banashankari, Bangalore",1,1,1,0,3.6,12,3.7,68,,,"Variety of Pizza, Student Crowd, Worth the Money, Fresh Food, Good Quality",300
Twillight Tandoor Resto,"andhra, north indian, chinese, biryani, seafood, ice cream, desserts, beverages","Rajarajeshwari Nagar, Bangalore","11:30am – 4pm, 6pm – 11pm (Today)","51 H, 8th A Main, 1st Phase, Ideal Homes Township, Rajarajeshwari Nagar, Bangalore",1,1,1,0,2.9,138,4.1,2256,,,"Communication, Good for Large Groups, Delivery Person, Tandoori, Friendly Staff, Good Taste",700
Dakshin,north indian,"Wilson Garden, Bangalore",Opens at 7pm,"164, 5th Cross, 4th Main Road, Wilson Garden, Bangalore",1,1,1,0,3.6,98,4.3,658,,,"Inexpensive, Great Recommendations, Packing, Flavour, Quantity, Food",400
Bunt's Biriyani Palace,"biryani, mughlai, chinese, seafood","Banashankari, Bangalore","11am – 3:30pm, 6:30pm – 10:30pm (Today)","487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",1,1,1,0,3.0,153,4.2,1617,,,,550
La Italiano Bistro,"italian, rolls, beverages, desserts, shake, pizza, burger, north indian","Rajarajeshwari Nagar, Bangalore",8am – 11pm (Today),"287/B, 1st Floor, 12Th Cross Road, Ideal Home Township, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.6,25,3.2,130,,,"Variety of Pizza, Weekend Brunch, Good Wifi, Elaborate Menu, Customizable Food, Fresh Food",800
Hassan Keralapura Military Hotel,"south indian, mughlai","Banashankari, Bangalore",Opens at 7pm,"43/2, 1st Cross, Kamakya Layout, 3rd Stage, Near Kamakya Theatre, Banashankari, Bangalore",1,1,1,0,3.7,5,4.0,37,,,,400
Karavali Grand,"mangalorean, south indian, north indian, biryani, beverages","Vijay Nagar, Bangalore",Opens at 7pm,"79, Chandra Layout, 11th Cross, 3rd Main Road, Vijay Nagar, Bangalore",1,1,1,0,3.6,8,4.3,473,,,,400
Karavali Lunch Home,"south indian, mangalorean, biryani","Kumaraswamy Layout, Bangalore","12:30pm – 4pm, 5:30pm – 10:30pm (Today)","1779, 14th Main, Kumaraswamy Layout, Bangalore",1,1,1,0,3.8,66,3.8,302,,,,350
Subz,"north indian, desserts, street food, salad","Jayanagar, Bangalore",Opens at 7pm,"Ground Floor, Cosmopolitan Club, 3rd Block, 22nd Cross, Jayanagar, Bangalore",1,1,1,1,4.3,2151,3.8,265,Authentic North Indian Vegetarian Buffet,"Chocolate Fountain, Veg Buffet, Bhindi Masala, White Pasta, Dinner Buffet, Panner Tikka","Fair Price, Pure Veg, Family Restaurant, Family Place, Relaxed Atmosphere, Decent Price",1000
Jalsa,"north indian, mughlai, chinese","Banashankari, Bangalore",Opens at 7pm,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore",1,1,1,0,4.1,958,4.2,483,ambience set in the princely times of the Mughals,"Subzi Badami Shorba, Patiala Paneer, Paneer Lajawab, Soya Chaap, Sweet Corn Soup, Malai Kofta","Privacy, Roof Top, Family Restaurant, Good for Large Groups, Atmosphere, Theme",1000
Café Kaffea,"cafe, continental, italian, fast food, shake, beverages, burger, sandwich","Vijay Nagar, Bangalore",11am – 11pm (Today),"33, 7/7-1, 1st Floor, 80 Feet Road, Vijay Nagar, Bangalore",1,1,1,0,4.2,560,3.9,2087,,"Tex Mex Burger, Pink Pasta, Panner Tikka, Pastas, Hot Chocolate, Nachos","Great for Birthdays, Peaceful Ambience, Cozy Place, Cafe, Friendly Service, Family Crowd",700
Michael's Icecream Burger,"ice cream, desserts, fast food, shake","Vijay Nagar, Bangalore",24 Hours (Today),"329/3, Attiguppe Chord Road, Vijay Nagar, Bangalore",1,1,1,0,2.5,6,3.6,69,,,,400
S.L.V Upachar,south indian,"Kumaraswamy Layout, Bangalore",6:30am – 10pm (Today),"1328, 50 Feet Road, Kumaraswamy Layout, Bangalore",1,1,1,0,2.8,21,3.7,108,,,,150
Food Fresca,"north indian, chinese","Vijay Nagar, Bangalore","11am – 4pm, 6:30pm – 11pm (Today)","74, Opposite Sangeeta Mobile, 4th Cross, Chandra Layout, Vijay Nagar, Bangalore",1,1,1,0,3.9,4,3.7,89,,,,500
Utsav,"north indian, street food, chinese","Banashankari, Bangalore",Opens at 7pm,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",1,1,1,1,3.7,69,3.9,152,,,"Tasty Food, Price, Ambience, Service, Taste",350
Sri Lakshmivenkateshwara Military Hotel,"north indian, chinese, biryani, andhra","Rajarajeshwari Nagar, Bangalore",11am – 10pm (Today),"861/34, 34/6, House Building, Cooperative Society Ltd, Karmika Raithara, Rajarajeshwari Nagar, Bangalore",1,1,1,0,3.8,8,4.3,162,,,,500
Hunger Hunt,"pizza, burger, fast food, beverages","Uttarahalli, Bangalore",11am – 10pm (Today),"Shop 4 & 5, Site 113, 7th Main, Nandakumar Layout, Uttarahalli, Bangalore",1,1,1,0,3.4,7,3.8,29,,,,300
Karavali Fish Magic,"south indian, north indian, beverages","JP Nagar, Bangalore","12noon – 4pm, 6pm – 11pm (Today)","27th, Main Road, Murthappa Garden, 6th Phase, JP Nagar, Bangalore",1,1,1,0,3.7,15,3.7,482,,,,300
Fab Cafe,"fast food, wraps, beverages, shake","Rajarajeshwari Nagar, Bangalore",11am – 10:30pm (Today),"642, Pioneer Plaza,  Kenchanahalli Main Road, Rajarajeshwari Nagar, Bangalore",1,1,1,0,4.1,487,4.0,1074,,"Iced Coffee, Peri Peri Fries, Virgin Mojito, Chocolate Fudge, Spring Rolls, Sizzler","Pocket Friendly Place, Soft Music, Cafe, Beautiful Ambience, Beautiful Place, Amazing Ambience",500
Madhappa Hindu Military Hotel,south indian,"Banashankari, Bangalore",Opens at 7pm,"Hosakerehalli Cross, 3rd Stage, 80 Feet Road, Banashankari, Bangalore",1,1,1,0,3.7,22,4.3,414,,,,300
Jayanagar Thindi Mane,"south indian, north indian, chinese, street food","Jayanagar, Bangalore",8am – 10pm (Today),"37/2, 36th Cross, 10th Main, 4th Block, Jayanagar, Bangalore",1,1,1,0,2.9,11,3.9,30,,,,350
Bettaiah Hotel,"north indian, chinese, seafood, south indian","Nagarbhavi, Bangalore",Opens at 6:30pm,"SY 70, Site 70, Ground Floor, Yeshwanthpur Hobli, Nagarbhavi, Bangalore",1,1,1,0,3.9,14,4.1,468,,,,400
Manjushree Fish Palace,"north indian, chinese, seafood","Vijay Nagar, Bangalore",Opens at 6:30pm,"45, 1st Main, 80 Feet Road, Opposite Balaji Indian Oil Petrol Pump, Vijay Nagar, Bangalore",1,1,1,0,3.9,86,4.1,142,,,,400
Sizzling Noodle House,"chinese, thai, rolls, desserts, beverages","Banashankari, Bangalore",Opens at 7pm,"14, 3rd Stage, Kathriguppe, 100 Feet Road, Near Basavanagudi, Banashankari, Bangalore",1,1,1,0,3.6,10,4.0,186,,,"Great Place for Family, Clean and Hygienic Place, Fresh Food, Good Quality, Packaging",700
Food Land,"mangalorean, mughlai, chinese, north indian","Vijay Nagar, Bangalore",11am – 11pm (Today),"165, 1st Main, Marenahalli Main Road, Vijay Nagar, Bangalore",1,1,1,0,3.4,18,4.3,563,,,,800
Hotel Naveena Mane Beegara Oota,south indian,"Banashankari, Bangalore",,"16, Dwaraka Nagar, PES College, BSK 3rd Stage, Hosakerehalli, Outer Ring Road, Banashankari, Bangalore",1,1,1,0,3.5,35,4.3,100,,,,300
Anand Donne Biriyani,"biryani, south indian","Jayanagar, Bangalore",Opens at 7pm,"707, 1st B Main, 8th Block, Jayanagar, Bangalore",1,1,1,0,3.0,63,3.8,195,,,,350
Vaishali Family Restaurant,"andhra, north indian, biryani, seafood","JP Nagar, Bangalore","12noon – 3pm, 6pm – 10:30pm (Today)","198, 9th Cross, 1st Phase, JP Nagar, Bangalore",1,1,1,0,3.1,11,3.8,491,,,,500
Red Chilies,"chinese, south indian","Basavanagudi, Bangalore","12noon – 4pm, 4:30am – 10pm (Today)","38/2, 1st Main Road, Mount Joy Extension, Hanumanthanagar, Basavanagudi, Bangalore",1,1,1,0,3.6,7,3.2,37,,,,300
Uttar Karnataka Meals Restaurant,south indian,"Jayanagar, Bangalore",Opens at 7pm,"1820, 41st Cross, 25th Main, 9th Block, Jayanagar Market, Jayanagar, Bangalore",1,1,1,1,3.6,44,3.7,853,,,,200
Dindigul Thalappakatti,"biryani, north indian, south indian, chinese, beverages","Banashankari, Bangalore",11am – 11pm (Today),"217, 3rd Stage, 100 Feet Ring Road, Banashankari, Bangalore",1,1,1,0,2.8,22,3.9,1986,,,"Perfect Presentation, Wonderful Presentation, Contactless Delivery, Worth the Money, Timely Service, Great Portions",400
SLV Refreshments,"south indian, fast food, beverages","Kumaraswamy Layout, Bangalore",6am – 7pm (Today),"722, 14th Main, Kumaraswamy Layout, Bangalore",1,1,1,0,3.8,57,4.3,284,,,"Bang for the Buck, Breakfast, Food, Taste",200
Mulabagilu Dosa,south indian,"Uttarahalli, Bangalore",7am – 10pm (Today),"116, 5th Cross, T.G.Layout Ittamdu, B.S.K 3rd Stage, Uttarahalli, Bangalore",1,1,1,0,3.6,28,4.0,2844,,,,200
Kavali,"momos, street food, north indian","Basavanagudi, Bangalore","7am – 12:30pm, 5pm – 9:30pm (Today)","Ground Floor, 284, 4th Cross C K Acchukattu, BSK 3rd Stage, Basavanagudi, Bangalore",1,1,1,0,3.8,71,4.1,497,,,,300
Simple Thindies,south indian,"Banashankari, Bangalore","7am – 12noon, 4:30pm – 8pm (Today)","2 B, Giri Nagar, J P Road, Banashankari, Bangalore",1,1,0,0,3.3,14,4.0,29,,,,150
Vasanth Vihar - Since 1965,"south indian, beverages, chinese","Banashankari, Bangalore",7am – 10pm (Today),"111, 80 Feet Road, Seetha Circle, 1st Stage, Banashankari, Bangalore",1,1,1,1,3.6,45,3.7,1743,,,"Daily Specials, Pocket Friendly, Clean and Hygienic Place, Staff, Service",300
Om Sri Vinayaka Chats,street food,"Banashankari, Bangalore",4pm – 11pm (Today),"62, 80 Feet Road, Sita Circle, Opposite Sita Circle Bus Stop, Third Stage, Banashankari, Bangalore",1,1,0,1,3.3,9,4.0,109,,,,150
Yelaneeraa Thota,"beverages, shake, desserts","Banashankari, Bangalore",5pm – 10pm (Today),"85, 22 Main Road, Stage 2, Banashankari, Bangalore",1,1,1,0,2.9,6,4.3,74,,,,250
Domino's Pizza,"pizza, fast food, desserts","Basavanagudi, Bangalore",11am – 12midnight (Today),"38, Ground Floor, Bull Temple Road, Basavanagudi, Bangalore",1,1,1,0,4.0,508,4.4,12300,,,"Good Delivery, Quick Delivery, Fast Delivery, Polite Staff, Great Ambiance, Packaging",400
Kabab Magic,"north indian, kebab, hyderabadi, beverages","Basavanagudi, Bangalore",7:30am – 11pm (Today),"31, Opposite Vijaya College, RV Road, Basavanagudi, Bangalore",1,1,0,0,4.2,999,4.2,41900,,"Brosted Chicken, Rose Milk, Pulpy Grape Juice, Chicken Shawarma, Grill Chicken, Biryani Rice","Good Delivery, Fast Delivery, Friendly Place, Good Taste, Reasonable Price, Nice Food",400
KFC,"burger, fast food, biryani, desserts, beverages","Basavanagudi, Bangalore",11am – 11pm (Today),"79/1, Aishwarya Sampurna Vani Vilas Road, Basavanagudi, Bangalore",1,1,1,0,3.8,366,4.2,8975,,,"Polite Staff, Best Food under Best Budget, Food Presentation, Wonderful Presentation, Portions, Timely Service",500
Pizza Hut,"pizza, fast food, desserts, beverages","Banashankari, Bangalore",9am – 3am (Today),"2469, 21st Cross, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",1,1,1,0,4.0,749,3.9,5509,Pan Pizzas,"Caesar Chicken, Thick Crust Pizza, Garlic Bread Stick, Masala Soda, Potato Wedges, Pizzas","Fantastic Service, Cool Ambience, Reasonable Rate, Gastronomical Experience, Clean, Wonderful Service",400
A2B Veg - Adyar Ananda Bhavan,"south indian, fast food, street food, ice cream, beverages, north indian, chinese","Basavanagudi, Bangalore",7am – 11pm (Today),"200, KG Road, Gandhi Bazaar, Near Canara Bank, Basavanagudi, Bangalore",1,1,1,1,2.5,101,4.1,2126,,,,800
Kanti Sweets,"mithai, street food, desserts","Basavanagudi, Bangalore",9am – 9:30pm (Today),"132, Ground Floor, Near Vidyarthi Bhavan, Gandhi Bazar Main Road, Basavanagudi, Bangalore",1,1,1,0,3.5,1,4.5,548,,,,400
Polar Bear,"ice cream, beverages, shake","Basavanagudi, Bangalore",11am – 12midnight (Today),"96, HCVY Press, V V Puram, Kavi Laskshmisha Road, Basavanagudi, Bangalore",1,1,1,0,4.0,173,4.4,4386,,,,350
Subway,"healthy food, fast food, sandwich, salad, beverages, wraps","Basavanagudi, Bangalore",10am – 11pm (Today),"41/1, Near BMSCE, Bull Temple Road, Basavanagudi, Bangalore",1,1,1,0,3.5,171,4.2,4161,,,,400
ibaco,desserts,"Basavanagudi, Bangalore",10am – 11pm (Today),"Sir M N Krishna Rao Road, Basavanagudi, Bangalore",1,1,1,0,3.6,82,4.3,210,natural flavored ice creams,,,250
Adithya,"south indian, north indian, chinese, street food, beverages, ice cream","JP Nagar, Bangalore",7am – 10pm (Today),"37, 2nd Phase, Diagonally, Opposite Ranga Shankara, JP Nagar, Bangalore",1,1,1,1,3.9,373,3.9,23200,,"Neer Dosa, Idli, Tea, Coffee, Biryani","Excellent Taste, Reasonable Prices, Prompt Service, Breakfast, Good Quantity, Seating",300
Cafe Coffee Day,"coffee, fast food, desserts, beverages","Jayanagar, Bangalore",8:15am – 1am (Today),"261/A, Ground Floor, 10th Main, 2nd Block, Near Ashoka Pillar, Jayanagar, Bangalore",1,1,1,0,2.6,36,4.4,312,,,,600
Durga Chats,"street food, beverages, shake","Vijay Nagar, Bangalore",11:30am – 10pm (Today),"03, Nandish Complex, 1st Main, Club Road, RPC Layout, Vijay Nagar, Bangalore",1,1,1,0,3.7,52,3.8,1032,,,,150
McCafe by McDonald's,"coffee, desserts, beverages","Basavanagudi, Bangalore",7am – 12midnight (Today),"Plot 97, Ward 49, 49-63-97, Beside RBL Bank, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",1,1,1,0,3.1,0,3.7,3,,,,500
McDonald's,"burger, beverages, fast food, desserts","Rajajinagar, Bangalore",11:30am – 10:30pm (Today),"Unit F&B 07, 2nd Floor, Lulu Mall, Mysore Deviation Road, Gopalapura, Rajajinagar, Bangalore",1,1,1,0,3.5,0,4.1,256,,,,400
KFC,"burger, fast food, biryani, desserts, beverages","Basaveshwara Nagar, Bangalore",11am – 2am (Today),"729, 2nd Stage, Modi Hospital Junction, Basaveshwara Nagar, Bangalore",1,1,1,0,3.9,459,3.9,12300,,,"Great Recommendations, Parking Space, Cleanliness, Great Ambiance, Amazing Food, Perfect Presentation",500
Burger King,"burger, fast food, beverages, desserts","Rajajinagar, Bangalore",9am – 3am (Today),"Unit 722/1, Ground Floor, Savitru Elegance, Dr.Modi Road, West of Chord Road, Rajajinagar, Bangalore",1,1,1,0,4.1,523,4.2,22100,,"Veg Surprise, Chilly Cheese Burger, Tandoor Chicken Burger, Fried Cheese, Burger","Inexpensive, Infrastructure, Good Crowd, Great Recommendations, Fast Service, Polite Staff",400
Five Star Chicken,fast food,"Rajajinagar, Bangalore",11am – 11pm (Today),"81/A, 2nd Block, Ground Floor, S.G.C Aradya, Rajajinagar, Bangalore",1,1,1,0,3.3,2,4.2,287,,,,300
Polar Bear,"ice cream, beverages, shake","Rajajinagar, Bangalore",11am – 11pm (Today),"155, 19th Main Road, 2nd Block, Near Health & Glow, Rajajinagar, Bangalore",1,1,1,0,3.9,152,4.4,4001,,,,350
Pizza Hut,"pizza, fast food, desserts, beverages","Rajajinagar, Bangalore",10am – 11pm (Today),"Lulu India shopping Mall Pvt Ltd Gopalapura, Binnipete Bangalore, Rajajinagar, Bangalore",1,1,1,0,3.0,14,3.8,200,,,"Amazing Interiors, Great Place for Family, Cashless Payments, Excellent Food Quality, Excellent Location, Great Veg Options",400
Kanti Sweets,"mithai, street food, desserts","Basaveshwara Nagar, Bangalore",9:30am – 10pm (Today),"702, Dr. Modi Hospital Road, Mahalaxmipuram, Basaveshwara Nagar, Bangalore",1,1,1,0,3.7,78,4.3,3190,,,,400
WOW! Momo,"momos, fast food, tibetan","Rajajinagar, Bangalore",11am – 10:30pm (Today),"F & B, 14, 2nd Floor, Lulu Global Mall, Gopalapura, Binnipete",1,1,0,0,3.1,0,3.7,171,,,,400
Lassi Shop,"beverages, ice cream, desserts, shake","Rajajinagar, Bangalore",10:44am – 10pm (Today),"258A/14, 1 Stage, 1 Main, 4 Phase, Shivanagar, Rajajinagar,Bangalore",1,1,0,0,3.5,0,3.8,446,,,,200
Chai Point,"tea, fast food, north indian, beverages","Rajajinagar, Bangalore",7am – 3am (Today),"001, Ground Floor, Bindu Galaxy, 1st Main Road, Industrial Town, West Chord Road, Rajajinagar, Bangalore",1,0,1,0,3.2,6,4.3,1671,,,"Fresh Food with Good Quality, Contactless Delivery, Tamper Proof Packaging, Cute Packaging, Best Food under Best Budget, Food Presentation",400
Brahmins' Thatte Idli,south indian,"Rajajinagar, Bangalore",7:30am – 8:30pm (Today),"106/B, 80 Feet Road, Ashwanthnagar, Rajajinagar, Bangalore",1,1,1,1,2.7,4,4.2,4585,,,,200
Corner House Ice Creams,"desserts, ice cream, beverages","Basaveshwara Nagar, Bangalore",11am – 11:30pm (Today),"332, Second Block, 3th Cross Road, Opposite NAFL School, Basaveshwara Nagar, Bangalore",1,1,1,0,3.9,76,4.4,8850,,,"Value for Money, Packaging, Food Presentation, Elaborate Menu, Portion, Timely Service",300
A2B Veg - Adyar Ananda Bhavan,"south indian, fast food, street food, ice cream, beverages, north indian, chinese","Rajajinagar, Bangalore",7am – 10:30pm (Today),"746/18, 60th Cross, Bashyam Circle, Rajajinagar, Bangalore",1,1,1,1,2.9,118,4.0,2576,,,"Packaging, Good Food, Price, Staff, Ambience",800
Natural Ice Cream,"ice cream, beverages","Basaveshwara Nagar, Bangalore",11am – 11pm (Today),"48, 1st Main Road, 2nd Block, 3rd Stage, Near Gangadham, Basaveshwara Nagar, Bangalore",1,1,1,1,4.2,249,4.6,1874,,,"Value for Money, Packaging, Quality, Ambience, Service",300
Dindigul Thalappakatti,"biryani, north indian, south indian, chinese, beverages","Rajajinagar, Bangalore",11am – 11pm (Today),"001, 002, 003 & 004, Ground Floor, Bindu Galaxy, 1st Main Road, Industrial Town, West Of Chord Road, Rajajinagar, Bangalore",1,1,1,0,3.6,11,3.9,1821,,,"Packing, Spicy, Quantity, Price",400
Nandhini Deluxe,"andhra, biryani, chinese, north indian, mughlai, desserts, beverages","Malleshwaram, Bangalore",11am – 11:30pm (Today),"10, 5th Main, Gandhinagar, B.B.M.P North, W H Hanumanthappa Road, Malleshwaram, Bangalore",1,1,1,0,3.9,223,4.2,3124,,,"Keto Options, Extensive Bar Menu, Fusion Dishes, Variety of Veg Options, Good for Large Groups, Comfortable Seating Area",700
Chickpet Donne Biryani House,"biryani, south indian","Vijay Nagar, Bangalore",Opens at 7pm,"105, Club Road, Near Itan Showroom, Vijay Nagar, Bangalore",1,1,1,0,3.8,121,4.2,5049,,,,400
Sri Udupi Food Hub,"south indian, north indian, biryani, chinese, sandwich, street food, beverages, desserts","Vijay Nagar, Bangalore",7am – 9pm (Today),"3, Nandeesh Complex, B Krishnappa Private Layout, Hampinagar, Vijay Nagar, Bangalore",1,1,1,1,3.7,6,4.0,2930,,,,350
Sardarji Londonwaley,"north indian, chinese","Rajajinagar, Bangalore",11am – 11:30pm (Today),"Site 4, Stage 1, 5th Phase, Chord Road, Shiva Nagar, Near Pride Apartments, Rajajinagar, Bangalore",1,1,1,0,4.0,181,3.4,5159,,,"Elaborate Menu, Customizable Food, Fresh Food, Good Quality",500
Baskin Robbins,"ice cream, desserts, beverages","Rajajinagar, Bangalore",11am – 11pm (Today),"706, 42nd Cross, 3rd Block, Rajajinagar, Bangalore",1,1,1,0,3.2,14,4.0,25,,,,400
Starbucks Coffee,"coffee, desserts, beverages","Malleshwaram, Bangalore",9:30am – 10pm (Today),"Unit G-2, Ground Floor, Global Mall, Mysore Deviation Road, Gopala puram, Bangalore, Malleshwaram, Bangalore",1,1,1,0,3.6,0,4.1,146,,,,600
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","beverages, desserts, ice cream, waffle, bakery, healthy food","Basaveshwara Nagar, Bangalore",11am – 3am (Today),"572, 3rd Stage, 4th Block, Basaveshwara Nagar, Bangalore",1,1,1,1,3.9,54,4.1,2008,,,,350
Chicken County Restaurant,"north indian, chinese, mughlai, beverages, ice cream","Basaveshwara Nagar, Bangalore",12noon – 12:30am (Today),"15, HIG KHB Colony, 2nd Stage, Havanur Circle, Basaveshwara Nagar, Bangalore",1,1,1,0,3.0,28,4.2,1095,,,,900
Ayodhya Grand,"north indian, south indian, chinese, maharashtrian, street food, desserts, ice cream, beverages","Nagarbhavi, Bangalore",6am – 9:30pm (Today),"180, J B Complex, 2nd Stage, Opposite B.D.A Complex, Nagarbhavi, Bangalore",1,1,1,0,3.8,123,4.1,7535,,,,550
Cafe Coffee Day,"coffee, fast food, desserts, beverages","Rajajinagar, Bangalore",9am – 10pm (Today),"1691, Prakash Nagar, Dr Rajkumar Road, Rajajinagar, Bangalore",1,1,1,0,2.5,23,3.7,254,,,,600
